id,Avg No-Data Hours,Avg Active Hours,Avg Idle Hours
1,17.357142857142858,0.42857142857142855,6.214285714285714
2,18.5,0.42857142857142855,5.071428571428571
3,18.214285714285715,0.9285714285714286,4.857142857142857
4,18.071428571428573,0.2857142857142857,5.642857142857143
5,18.714285714285715,0.5714285714285714,4.714285714285714
6,18.642857142857142,0.5,4.857142857142857
7,18.428571428571427,0.6428571428571429,4.928571428571429
8,18.714285714285715,0.42857142857142855,4.857142857142857
9,19.142857142857142,0.21428571428571427,4.642857142857143
10,17.785714285714285,0.42857142857142855,5.785714285714286
11,17.857142857142858,1.0,5.142857142857143
12,19.0,0.42857142857142855,4.571428571428571
13,17.785714285714285,0.5714285714285714,5.642857142857143
14,18.285714285714285,0.6428571428571429,5.071428571428571
15,17.5,0.35714285714285715,6.142857142857143
16,17.5,0.8571428571428571,5.642857142857143
17,18.642857142857142,0.21428571428571427,5.142857142857143
18,18.5,0.5,5.0
19,17.714285714285715,1.1428571428571428,5.142857142857143
20,18.785714285714285,0.5,4.714285714285714
21,18.214285714285715,0.21428571428571427,5.571428571428571
22,18.928571428571427,0.35714285714285715,4.714285714285714
23,18.142857142857142,0.6428571428571429,5.214285714285714
24,17.071428571428573,0.7857142857142857,6.142857142857143
25,17.928571428571427,0.7142857142857143,5.357142857142857
26,18.571428571428573,0.42857142857142855,5.0
27,18.928571428571427,0.42857142857142855,4.642857142857143
28,18.857142857142858,0.7142857142857143,4.428571428571429
29,18.357142857142858,0.35714285714285715,5.285714285714286
30,17.285714285714285,0.7142857142857143,6.0
31,23.142857142857142,0.14285714285714285,0.7142857142857143
32,18.428571428571427,0.42857142857142855,5.142857142857143
33,19.142857142857142,0.2857142857142857,4.571428571428571
34,18.642857142857142,0.42857142857142855,4.928571428571429
35,17.714285714285715,0.7857142857142857,5.5
101,20.642857142857142,0.5,2.857142857142857
104,20.714285714285715,0.5714285714285714,2.7142857142857144
105,20.571428571428573,0.35714285714285715,3.0714285714285716
106,21.714285714285715,0.35714285714285715,1.9285714285714286
107,20.0,0.7857142857142857,3.2142857142857144
